FILE_TYPE_ID	FILE_DESC	FILE_MIME	FILE_EXTENSION	UPDATED_ON	UPDATED_BY
90	Computer Graphics Metafile	image/cgm	.cgm	2015/10/09 10:09:43.000000000	F_EMMPER
91	CoolTalk	x-conference/x-cooltalk	.ice	2015/10/09 10:09:43.000000000	F_EMMPER
92	Corel Metafile Exchange (CMX)	image/x-cmx	.cmx	2015/10/09 10:09:43.000000000	F_EMMPER
93	CorelXARA	application/vnd.xara	.xar	2015/10/09 10:09:43.000000000	F_EMMPER
94	CosmoCaller	application/vnd.cosmocaller	.cmc	2015/10/09 10:09:43.000000000	F_EMMPER
95	CPIO Archive	application/x-cpio	.cpio	2015/10/09 10:09:44.000000000	F_EMMPER
96	CrickSoftware - Clicker	application/vnd.crick.clicker	.clkx	2015/10/09 10:09:44.000000000	F_EMMPER
97	CrickSoftware - Clicker - Keyboard	application/vnd.crick.clicker.keyboard	.clkk	2015/10/09 10:09:44.000000000	F_EMMPER
98	CrickSoftware - Clicker - Palette	application/vnd.crick.clicker.palette	.clkp	2015/10/09 10:09:44.000000000	F_EMMPER
99	CrickSoftware - Clicker - Template	application/vnd.crick.clicker.template	.clkt	2015/10/09 10:09:44.000000000	F_EMMPER
100	CrickSoftware - Clicker - Wordbank	application/vnd.crick.clicker.wordbank	.clkw	2015/10/09 10:09:44.000000000	F_EMMPER
101	Critical Tools - PERT Chart EXPERT	application/vnd.criticaltools.wbs+xml	.wbs	2015/10/09 10:09:44.000000000	F_EMMPER
102	CryptoNote	application/vnd.rig.cryptonote	.cryptonote	2015/10/09 10:09:44.000000000	F_EMMPER
103	Crystallographic Interchange Format	chemical/x-cif	.cif	2015/10/09 10:09:44.000000000	F_EMMPER
104	CrystalMaker Data Format	chemical/x-cmdf	.cmdf	2015/10/09 10:09:44.000000000	F_EMMPER
105	CU-SeeMe	application/cu-seeme	.cu	2015/10/09 10:09:44.000000000	F_EMMPER
106	CU-Writer	application/prs.cww	.cww	2015/10/09 10:09:44.000000000	F_EMMPER
107	Curl - Applet	text/vnd.curl	.curl	2015/10/09 10:09:44.000000000	F_EMMPER
108	Curl - Detached Applet	text/vnd.curl.dcurl	.dcurl	2015/10/09 10:09:44.000000000	F_EMMPER
109	Curl - Manifest File	text/vnd.curl.mcurl	.mcurl	2015/10/09 10:09:44.000000000	F_EMMPER
110	Curl - Source Code	text/vnd.curl.scurl	.scurl	2015/10/09 10:09:44.000000000	F_EMMPER
111	CURL Applet	application/vnd.curl.car	.car	2015/10/09 10:09:44.000000000	F_EMMPER
112	CURL Applet	application/vnd.curl.pcurl	.pcurl	2015/10/09 10:09:44.000000000	F_EMMPER
113	CustomMenu	application/vnd.yellowriver-custom-menu	.cmp	2015/10/09 10:09:44.000000000	F_EMMPER
114	Data Structure for the Security Suitability of Cryptographic Algorithms	application/dssc+der	.dssc	2015/10/09 10:09:44.000000000	F_EMMPER
115	Data Structure for the Security Suitability of Cryptographic Algorithms	application/dssc+xml	.xdssc	2015/10/09 10:09:44.000000000	F_EMMPER
116	Debian Package	application/x-debian-package	.deb	2015/10/09 10:09:44.000000000	F_EMMPER
117	DECE Audio	audio/vnd.dece.audio	.uva	2015/10/09 10:09:44.000000000	F_EMMPER
118	DECE Graphic	image/vnd.dece.graphic	.uvi	2015/10/09 10:09:44.000000000	F_EMMPER
119	DECE High Definition Video	video/vnd.dece.hd	.uvh	2015/10/09 10:09:44.000000000	F_EMMPER
120	DECE Mobile Video	video/vnd.dece.mobile	.uvm	2015/10/09 10:09:44.000000000	F_EMMPER
121	DECE MP4	video/vnd.uvvu.mp4	.uvu	2015/10/09 10:09:44.000000000	F_EMMPER
122	DECE PD Video	video/vnd.dece.pd	.uvp	2015/10/09 10:09:44.000000000	F_EMMPER
123	DECE SD Video	video/vnd.dece.sd	.uvs	2015/10/09 10:09:45.000000000	F_EMMPER
124	DECE Video	video/vnd.dece.video	.uvv	2015/10/09 10:09:45.000000000	F_EMMPER
125	Device Independent File Format (DVI)	application/x-dvi	.dvi	2015/10/09 10:09:45.000000000	F_EMMPER
126	Digital Siesmograph Networks - SEED Datafiles	application/vnd.fdsn.seed	.seed	2015/10/09 10:09:45.000000000	F_EMMPER
127	Digital Talking Book	application/x-dtbook+xml	.dtb	2015/10/09 10:09:45.000000000	F_EMMPER
128	Digital Talking Book - Resource File	application/x-dtbresource+xml	.res	2015/10/09 10:09:45.000000000	F_EMMPER
129	Digital Video Broadcasting	application/vnd.dvb.ait	.ait	2015/10/09 10:09:45.000000000	F_EMMPER
130	Digital Video Broadcasting	application/vnd.dvb.service	.svc	2015/10/09 10:09:45.000000000	F_EMMPER
131	Digital Winds Music	audio/vnd.digital-winds	.eol	2015/10/09 10:09:45.000000000	F_EMMPER
132	DjVu	image/vnd.djvu	.djvu	2015/10/09 10:09:45.000000000	F_EMMPER
133	Document Type Definition	application/xml-dtd	.dtd	2015/10/09 10:09:45.000000000	F_EMMPER
134	Dolby Meridian Lossless Packing	application/vnd.dolby.mlp	.mlp	2015/10/09 10:09:45.000000000	F_EMMPER
135	Doom Video Game	application/x-doom	.wad	2015/10/09 10:09:45.000000000	F_EMMPER
136	DPGraph	application/vnd.dpgraph	.dpg	2015/10/09 10:09:45.000000000	F_EMMPER
137	DRA Audio	audio/vnd.dra	.dra	2015/10/09 10:09:45.000000000	F_EMMPER
138	DreamFactory	application/vnd.dreamfactory	.dfac	2015/10/09 10:09:45.000000000	F_EMMPER
139	DTS Audio	audio/vnd.dts	.dts	2015/10/09 10:09:45.000000000	F_EMMPER
140	DTS High Definition Audio	audio/vnd.dts.hd	.dtshd	2015/10/09 10:09:45.000000000	F_EMMPER
141	DWG Drawing	image/vnd.dwg	.dwg	2015/10/09 10:09:45.000000000	F_EMMPER
142	DynaGeo	application/vnd.dynageo	.geo	2015/10/09 10:09:45.000000000	F_EMMPER
143	ECMAScript	application/ecmascript	.es	2015/10/09 10:09:45.000000000	F_EMMPER
144	EcoWin Chart	application/vnd.ecowin.chart	.mag	2015/10/09 10:09:45.000000000	F_EMMPER
145	EDMICS 2000	image/vnd.fujixerox.edmics-mmr	.mmr	2015/10/09 10:09:45.000000000	F_EMMPER
146	EDMICS 2000	image/vnd.fujixerox.edmics-rlc	.rlc	2015/10/09 10:09:45.000000000	F_EMMPER
147	Efficient XML Interchange	application/exi	.exi	2015/10/09 10:09:45.000000000	F_EMMPER
148	EFI Proteus	application/vnd.proteus.magazine	.mgz	2015/10/09 10:09:45.000000000	F_EMMPER
149	Electronic Publication	application/epub+zip	.epub	2015/10/09 10:09:45.000000000	F_EMMPER
150	Email Message	message/rfc822	.eml	2015/10/09 10:09:45.000000000	F_EMMPER
151	Enliven Viewer	application/vnd.enliven	.nml	2015/10/09 10:09:46.000000000	F_EMMPER
152	Express by Infoseek	application/vnd.is-xpr	.xpr	2015/10/09 10:09:46.000000000	F_EMMPER
153	eXtended Image File Format (XIFF)	image/vnd.xiff	.xif	2015/10/09 10:09:46.000000000	F_EMMPER
154	Extensible Forms Description Language	application/vnd.xfdl	.xfdl	2015/10/09 10:09:46.000000000	F_EMMPER
155	Extensible MultiModal Annotation	application/emma+xml	.emma	2015/10/09 10:09:46.000000000	F_EMMPER
156	EZPix Secure Photo Album	application/vnd.ezpix-album	.ez2	2015/10/09 10:09:46.000000000	F_EMMPER
157	EZPix Secure Photo Album	application/vnd.ezpix-package	.ez3	2015/10/09 10:09:46.000000000	F_EMMPER
158	FAST Search & Transfer ASA	image/vnd.fst	.fst	2015/10/09 10:09:46.000000000	F_EMMPER
159	FAST Search & Transfer ASA	video/vnd.fvt	.fvt	2015/10/09 10:09:46.000000000	F_EMMPER
160	FastBid Sheet	image/vnd.fastbidsheet	.fbs	2015/10/09 10:09:46.000000000	F_EMMPER
161	FCS Express Layout Link	application/vnd.denovo.fcselayout-link	.fe_launch	2015/10/09 10:09:46.000000000	F_EMMPER
162	Flash Video	video/x-f4v	.f4v	2015/10/09 10:09:46.000000000	F_EMMPER
163	Flash Video	video/x-flv	.flv	2015/10/09 10:09:46.000000000	F_EMMPER
164	FlashPix	image/vnd.fpx	.fpx	2015/10/09 10:09:46.000000000	F_EMMPER
165	FlashPix	image/vnd.net-fpx	.npx	2015/10/09 10:09:46.000000000	F_EMMPER
166	FLEXSTOR	text/vnd.fmi.flexstor	.flx	2015/10/09 10:09:46.000000000	F_EMMPER
167	FLI/FLC Animation Format	video/x-fli	.fli	2015/10/09 10:09:46.000000000	F_EMMPER
168	FluxTime Clip	application/vnd.fluxtime.clip	.ftc	2015/10/09 10:09:46.000000000	F_EMMPER
169	Forms Data Format	application/vnd.fdf	.fdf	2015/10/09 10:09:46.000000000	F_EMMPER
170	Fortran Source File	text/x-fortran	.f	2015/10/09 10:09:46.000000000	F_EMMPER
171	FrameMaker Interchange Format	application/vnd.mif	.mif	2015/10/09 10:09:46.000000000	F_EMMPER
172	FrameMaker Normal Format	application/vnd.framemaker	.fm	2015/10/09 10:09:46.000000000	F_EMMPER
173	FreeHand MX	image/x-freehand	.fh	2015/10/09 10:09:46.000000000	F_EMMPER
174	Friendly Software Corporation	application/vnd.fsc.weblaunch	.fsc	2015/10/09 10:09:46.000000000	F_EMMPER
175	Frogans Player	application/vnd.frogans.fnc	.fnc	2015/10/09 10:09:46.000000000	F_EMMPER
176	Frogans Player	application/vnd.frogans.ltf	.ltf	2015/10/09 10:09:46.000000000	F_EMMPER
177	Fujitsu - Xerox 2D CAD Data	application/vnd.fujixerox.ddd	.ddd	2015/10/09 10:09:47.000000000	F_EMMPER
178	Fujitsu - Xerox DocuWorks	application/vnd.fujixerox.docuworks	.xdw	2015/10/09 10:09:47.000000000	F_EMMPER
179	Fujitsu - Xerox DocuWorks Binder	application/vnd.fujixerox.docuworks.binder	.xbd	2015/10/09 10:09:47.000000000	F_EMMPER
180	Fujitsu Oasys	application/vnd.fujitsu.oasys	.oas	2015/10/09 10:09:47.000000000	F_EMMPER
181	Fujitsu Oasys	application/vnd.fujitsu.oasys2	.oa2	2015/10/09 10:09:47.000000000	F_EMMPER
182	Fujitsu Oasys	application/vnd.fujitsu.oasys3	.oa3	2015/10/09 10:09:47.000000000	F_EMMPER
183	Fujitsu Oasys	application/vnd.fujitsu.oasysgp	.fg5	2015/10/09 10:09:47.000000000	F_EMMPER
184	Fujitsu Oasys	application/vnd.fujitsu.oasysprs	.bh2	2015/10/09 10:09:47.000000000	F_EMMPER
185	FutureSplash Animator	application/x-futuresplash	.spl	2015/10/09 10:09:47.000000000	F_EMMPER
357	Microsoft OneNote	application/onenote	.onetoc	2015/10/09 10:09:53.000000000	F_EMMPER
358	Microsoft PlayReady Ecosystem	audio/vnd.ms-playready.media.pya	.pya	2015/10/09 10:09:53.000000000	F_EMMPER
359	Microsoft PlayReady Ecosystem Video	video/vnd.ms-playready.media.pyv	.pyv	2015/10/09 10:09:53.000000000	F_EMMPER
360	Microsoft PowerPoint	application/vnd.ms-powerpoint	.ppt	2015/10/09 10:09:53.000000000	F_EMMPER
361	Microsoft PowerPoint - Add-in file	application/vnd.ms-powerpoint.addin.macroenabled.12	.ppam	2015/10/09 10:09:53.000000000	F_EMMPER
362	Microsoft PowerPoint - Macro-Enabled Open XML Slide	application/vnd.ms-powerpoint.slide.macroenabled.12	.sldm	2015/10/09 10:09:53.000000000	F_EMMPER
363	Microsoft PowerPoint - Macro-Enabled Presentation File	application/vnd.ms-powerpoint.presentation.macroenabled.12	.pptm	2015/10/09 10:09:53.000000000	F_EMMPER
364	Microsoft PowerPoint - Macro-Enabled Slide Show File	application/vnd.ms-powerpoint.slideshow.macroenabled.12	.ppsm	2015/10/09 10:09:53.000000000	F_EMMPER
365	Microsoft Project	application/vnd.ms-project	.mpp	2015/10/09 10:09:53.000000000	F_EMMPER
366	Microsoft Publisher	application/x-mspublisher	.pub	2015/10/09 10:09:53.000000000	F_EMMPER
367	Microsoft Schedule+	application/x-msschedule	.scd	2015/10/09 10:09:53.000000000	F_EMMPER
368	Microsoft Silverlight	application/x-silverlight-app	.xap	2015/10/09 10:09:53.000000000	F_EMMPER
369	Microsoft Trust UI Provider - Certificate Trust Link	application/vnd.ms-pki.stl	.stl	2015/10/09 10:09:53.000000000	F_EMMPER
370	Microsoft Trust UI Provider - Security Catalog	application/vnd.ms-pki.seccat	.cat	2015/10/09 10:09:53.000000000	F_EMMPER
371	Microsoft Visio	application/vnd.visio	.vsd	2015/10/09 10:09:53.000000000	F_EMMPER
372	Microsoft Windows Media	video/x-ms-wm	.wm	2015/10/09 10:09:53.000000000	F_EMMPER
373	Microsoft Windows Media Audio	audio/x-ms-wma	.wma	2015/10/09 10:09:53.000000000	F_EMMPER
374	Microsoft Windows Media Audio Redirector	audio/x-ms-wax	.wax	2015/10/09 10:09:54.000000000	F_EMMPER
375	Microsoft Windows Media Audio/Video Playlist	video/x-ms-wmx	.wmx	2015/10/09 10:09:54.000000000	F_EMMPER
376	Microsoft Windows Media Player Download Package	application/x-ms-wmd	.wmd	2015/10/09 10:09:54.000000000	F_EMMPER
377	Microsoft Windows Media Player Playlist	application/vnd.ms-wpl	.wpl	2015/10/09 10:09:54.000000000	F_EMMPER
378	Microsoft Windows Media Player Skin Package	application/x-ms-wmz	.wmz	2015/10/09 10:09:54.000000000	F_EMMPER
379	Microsoft Windows Media Video	video/x-ms-wmv	.wmv	2015/10/09 10:09:54.000000000	F_EMMPER
380	Microsoft Windows Media Video Playlist	video/x-ms-wvx	.wvx	2015/10/09 10:09:54.000000000	F_EMMPER
381	Microsoft Windows Metafile	application/x-msmetafile	.wmf	2015/10/09 10:09:54.000000000	F_EMMPER
382	Microsoft Windows Terminal Services	application/x-msterminal	.trm	2015/10/09 10:09:54.000000000	F_EMMPER
383	Microsoft Word	application/msword	.doc	2015/10/09 10:09:54.000000000	F_EMMPER
384	Microsoft Wordpad	application/x-mswrite	.wri	2015/10/09 10:09:54.000000000	F_EMMPER
385	Microsoft Works	application/vnd.ms-works	.wps	2015/10/09 10:09:54.000000000	F_EMMPER
386	Microsoft XAML Browser Application	application/x-ms-xbap	.xbap	2015/10/09 10:09:54.000000000	F_EMMPER
387	Microsoft XML Paper Specification	application/vnd.ms-xpsdocument	.xps	2015/10/09 10:09:54.000000000	F_EMMPER
388	MIDI - Musical Instrument Digital Interface	audio/midi	.mid	2015/10/09 10:09:54.000000000	F_EMMPER
389	MiniPay	application/vnd.ibm.minipay	.mpy	2015/10/09 10:09:54.000000000	F_EMMPER
390	MO:DCA-P	application/vnd.ibm.modcap	.afp	2015/10/09 10:09:54.000000000	F_EMMPER
391	Mobile Information Device Profile	application/vnd.jcp.javame.midlet-rms	.rms	2015/10/09 10:09:54.000000000	F_EMMPER
392	MobileTV	application/vnd.tmobile-livetv	.tmo	2015/10/09 10:09:54.000000000	F_EMMPER
393	Mobipocket	application/x-mobipocket-ebook	.prc	2015/10/09 10:09:54.000000000	F_EMMPER
394	Mobius Management Systems - Basket file	application/vnd.mobius.mbk	.mbk	2015/10/09 10:09:54.000000000	F_EMMPER
395	Mobius Management Systems - Distribution Database	application/vnd.mobius.dis	.dis	2015/10/09 10:09:54.000000000	F_EMMPER
396	Mobius Management Systems - Policy Definition Language File	application/vnd.mobius.plc	.plc	2015/10/09 10:09:54.000000000	F_EMMPER
397	Mobius Management Systems - Query File	application/vnd.mobius.mqy	.mqy	2015/10/09 10:09:54.000000000	F_EMMPER
398	Mobius Management Systems - Script Language	application/vnd.mobius.msl	.msl	2015/10/09 10:09:54.000000000	F_EMMPER
399	Mobius Management Systems - Topic Index File	application/vnd.mobius.txf	.txf	2015/10/09 10:09:54.000000000	F_EMMPER
400	Mobius Management Systems - UniversalArchive	application/vnd.mobius.daf	.daf	2015/10/09 10:09:54.000000000	F_EMMPER
401	mod_fly / fly.cgi	text/vnd.fly	.fly	2015/10/09 10:09:55.000000000	F_EMMPER
402	Mophun Certificate	application/vnd.mophun.certificate	.mpc	2015/10/09 10:09:55.000000000	F_EMMPER
403	Mophun VM	application/vnd.mophun.application	.mpn	2015/10/09 10:09:55.000000000	F_EMMPER
404	Motion JPEG 2000	video/mj2	.mj2	2015/10/09 10:09:55.000000000	F_EMMPER
405	MPEG Audio	audio/mpeg	.mpga	2015/10/09 10:09:55.000000000	F_EMMPER
406	MPEG Url	video/vnd.mpegurl	.mxu	2015/10/09 10:09:55.000000000	F_EMMPER
407	MPEG Video	video/mpeg	.mpeg	2015/10/09 10:09:55.000000000	F_EMMPER
408	MPEG-21	application/mp21	.m21	2015/10/09 10:09:55.000000000	F_EMMPER
409	MPEG-4 Audio	audio/mp4	.mp4a	2015/10/09 10:09:55.000000000	F_EMMPER
410	MPEG-4 Video	video/mp4	.mp4	2015/10/09 10:09:55.000000000	F_EMMPER
411	MPEG4	application/mp4	.mp4	2015/10/09 10:09:55.000000000	F_EMMPER
412	Multimedia Playlist Unicode	application/vnd.apple.mpegurl	.m3u8	2015/10/09 10:09:55.000000000	F_EMMPER
413	MUsical Score Interpreted Code Invented for the ASCII designation of Notation	application/vnd.musician	.mus	2015/10/09 10:09:55.000000000	F_EMMPER
414	Muvee Automatic Video Editing	application/vnd.muvee.style	.msty	2015/10/09 10:09:55.000000000	F_EMMPER
415	MXML	application/xv+xml	.mxml	2015/10/09 10:09:55.000000000	F_EMMPER
416	N-Gage Game Data	application/vnd.nokia.n-gage.data	.ngdat	2015/10/09 10:09:55.000000000	F_EMMPER
417	N-Gage Game Installer	application/vnd.nokia.n-gage.symbian.install	.n-gage	2015/10/09 10:09:55.000000000	F_EMMPER
418	Navigation Control file for XML (for ePub)	application/x-dtbncx+xml	.ncx	2015/10/09 10:09:55.000000000	F_EMMPER
419	Network Common Data Form (NetCDF)	application/x-netcdf	.nc	2015/10/09 10:09:55.000000000	F_EMMPER
420	neuroLanguage	application/vnd.neurolanguage.nlu	.nlu	2015/10/09 10:09:55.000000000	F_EMMPER
421	New Moon Liftoff/DNA	application/vnd.dna	.dna	2015/10/09 10:09:55.000000000	F_EMMPER
422	NobleNet Directory	application/vnd.noblenet-directory	.nnd	2015/10/09 10:09:55.000000000	F_EMMPER
423	NobleNet Sealer	application/vnd.noblenet-sealer	.nns	2015/10/09 10:09:55.000000000	F_EMMPER
424	NobleNet Web	application/vnd.noblenet-web	.nnw	2015/10/09 10:09:55.000000000	F_EMMPER
425	Nokia Radio Application - Preset	application/vnd.nokia.radio-preset	.rpst	2015/10/09 10:09:55.000000000	F_EMMPER
426	Nokia Radio Application - Preset	application/vnd.nokia.radio-presets	.rpss	2015/10/09 10:09:55.000000000	F_EMMPER
427	Notation3	text/n3	.n3	2015/10/09 10:09:55.000000000	F_EMMPER
428	Novadigm's RADIA and EDM products	application/vnd.novadigm.edm	.edm	2015/10/09 10:09:55.000000000	F_EMMPER
429	Novadigm's RADIA and EDM products	application/vnd.novadigm.edx	.edx	2015/10/09 10:09:56.000000000	F_EMMPER
430	Novadigm's RADIA and EDM products	application/vnd.novadigm.ext	.ext	2015/10/09 10:09:56.000000000	F_EMMPER
431	NpGraphIt	application/vnd.flographit	.gph	2015/10/09 10:09:56.000000000	F_EMMPER
